Index,page_url,page_text
5,https://docs.alchemy.com/reference/token-api-quickstart,"=> console.log('error', error)); From your command line, you can execute the script with: Shell node fetch-script.js Your output should look like the following: JSON { ""jsonrpc"": ""2.0"", ""id"": 42, ""result"": { ""address"": ""0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be"", ""tokenBalances"": [ { ""contractAddress"": ""0x607f4c5bb672230e8672085532f7e901544a7375"", ""tokenBalance"": ""0x00000000000000000000000000000000000000000000000000003c005f81ab00"", ""error"": null } ] } } For full documentation on the NFT API getNFTs method, check out the docs: docs.alchemy.com Token API Axios axios is a promise-based HTTP client for the browser and Node.js, which allows us to make a raw request to the Alchemy API. See the documentation for more info: https://www.npmjs.com/package/axios Installation Run the following command to install axios with npm and yarn npm yarn npm install axios yarn add axios Usage github.com token-api-javascript-scripts/axios-script.js at main · alchemyplatform/token-api-javascript-scripts Shell touch axios-script.js and then paste the following code snippet in to explore the getNFTs method axios-script.js // alchemy-token-api/axios-script.js import axios from 'axios'; // Replace with your Alchemy API key: const apiKey = ""demo""; const baseURL = `https://eth-mainnet.g.alchemy.com/v2/${apiKey}`; // Replace with the wallet address you want to query: const ownerAddr = ""0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be""; // Replace with the token contract address you want to query: const"
6,https://docs.alchemy.com/reference/token-api-quickstart,"tokenAddr = ""0x607f4c5bb672230e8672085532f7e901544a7375""; var data = JSON.stringify({ ""jsonrpc"": ""2.0"", ""method"": ""alchemy_getTokenBalances"", ""params"": [ `${ownerAddr}`, [ `${tokenAddr}` ] ], ""id"": 42 }); var config = { method: 'post', url: baseURL, headers: { 'Content-Type': 'application/json' }, data : data }; axios(config) .then(function (response) { console.log(JSON.stringify(response.data, null, 2)) }) .catch(function (error) { console.log(error); }); From your command line, you can execute the script with: JavaScript node axios-script.js Your output should look like the following: Shell alchemy-token-api % node axios-script.js { ""jsonrpc"": ""2.0"", ""id"": 42, ""result"": { ""address"": ""0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be"", ""tokenBalances"": [ { ""contractAddress"": ""0x607f4c5bb672230e8672085532f7e901544a7375"", ""tokenBalance"": ""0x00000000000000000000000000000000000000000000000000003c005f81ab00"", ""error"": null } ] } } For full documentation on the available Token API methods, check out the docs: docs.alchemy.com Token API docs.alchemy.com Token API ReadMe"
1,https://docs.alchemy.com/reference/polygon-api-quickstart,"Don’t have an API key? Sign up to start building on Polygon Get started for free Getting Started Instructions 1. Choose a package manager (npm or yarn) For this guide, we will be using npm or yarn as our package manager to install either alchemy-sdk or any other packages. npm To get started with npm , follow the documentation to install Node.js and npm for your operating system: https://docs.npmjs.com/downloading-and-installing-node-js-and-npm yarn To get started with yarn , follow these steps: https://classic.yarnpkg.com/lang/en/docs/install 2. Set up your project (npm or yarn) Shell (npm) Shell (yarn) mkdir alchemy-polygon-api cd alchemy-polygon-api npm init --yes mkdir alchemy-polygon-api cd alchemy-polygon-api yarn init --yes 3. Install Alchemy-SDK Run the following command to install the Alchemy SDK with npm or yarn. npm yarn npm install alchemy-sdk yarn add alchemy-sdk 4. Make your first request You are all set now to use Polygon PoS API and make your first request. For instance, lets make a request to get latest block . Create an index.js file and paste the following code snippet into the file. index.js const { Network, Alchemy } = require(""alchemy-sdk""); // Optional Config object, but defaults to demo api-key and eth-mainnet. const settings = { apiKey: ""demo"", // Replace with your Alchemy API Key. network: Network.MATIC_MAINNET, // Replace with your network."
2,https://docs.alchemy.com/reference/polygon-api-quickstart,"}; const alchemy = new Alchemy(settings); async function main() { const latestBlock = await alchemy.core.getBlockNumber(); console.log(""The latest block number is"", latestBlock); } main(); 5. Run script To run the above node script, use cmd node index.js , and you should see the output. shell The latest block number is 36250231 Polygon Tutorials You must not stop here! Want to build your first Dapp on Polygon and use Polygon APIs? Check out the following tutorials to learn how to build on Polygon: How to Code and Deploy a Polygon Smart Contract Polygon SDK Examples Polygon API FAQ How to Add Polygon to Metamask For full documentation on the available endpoints for alchemy-sdk, check the github repo: github.com GitHub - alchemyplatform/alchemy-sdk-js: The easiest way to connect your dApp to the blockchain. ReadMe"
1,https://docs.alchemy.com/reference/transact-api-quickstart,"To use Alchemy Transact you'll need to create a free Alchemy account first ! The Alchemy Transact product suite includes APIs and enhanced functionality to make your transactions cheaper, faster, safer and more reliable. 1. Reinforced Transactions Reinforced Transactions increase transaction durability and robustness, reducing time to mine by 7.9x and reducing drop rate by 46.2% during periods of high network congestion. Behind the scenes, each Reinforced Transaction initiates a sentry that manages the transaction lifecycle and continually broadcasts transactions across multiple geographically distributed nodes, re-submitting them to several mempools if it detects transactions are getting dropped. This ultimately increases the speed and reliability with which transactions are included in new blocks. You can learn more about how Reinforced Transactions work on the Reinforced Transactions page . Get started Reinforced Transactions are available to Growth and Enterprise teams. Sign up for an account or upgrade to growth tier to get started. Existing growth or enterprise users can enable Reinforced Transactions by clicking ""Edit App"" on their individual app page from the dashboard . 2. Private Transactions The Private Transactions endpoints are a way to send and cancel transactions without exposing them to the public mempool, preventing unwanted arbitrage and frontrunning via Flashbots' private transaction relays. Get started The Private Transactions endpoints are available for all Alchemy customers. Just create a free Alchemy account , and check out the documentation to start accessing the two Private Transactions endpoints: eth_sendPrivateTransaction eth_cancelPrivateTransaction 3. Notify Transact is natively integrated with Alchemy Notify , which gives you real-time alerts when transactions are mined or dropped from the mempool."
2,https://docs.alchemy.com/reference/transact-api-quickstart,"This allows you to send push notifications to your users when transactions are included on-chain, so they don’t have to refresh the screen to manually monitor changes in transaction status. Get started For details on how to start using Transaction Notifications, check out the Notify API Quickstart guide. 4. Gas Optimized Transactions Save gas costs while not compromising on mine speed and mine rate. Built on Reinforced Transactions, this feature takes advantage of EIP-1559 to reduce the priority gas fee while increasing inclusion rates and decreasing time to mine. 5. Transaction Simulation Know transaction outcomes before they happen. Identify state changes and risks before signing. Features that are coming soon: Alchemy Transact is just getting started, and there’s a lot on the roadmap. Sign up to get on the waitlist for what’s coming soon. 6. Gas Oracle Leverage Supernode infrastructure to provide better gas price estimates than a single node. Minimize transaction cost without compromising on transaction success. ReadMe"
1,https://docs.alchemy.com/reference/solana-api-quickstart,"Don’t have an API key? Sign up to start building on Solana Get started for free Getting Started Instructions 1. Choose a package manager (npm or yarn) For this guide, we will be using npm or yarn as our package manager to install either alchemy-sdk or any other packages. npm To get started with npm , follow the documentation to install Node.js and npm for your operating system: https://docs.npmjs.com/downloading-and-installing-node-js-and-npm yarn To get started with yarn , follow these steps: https://classic.yarnpkg.com/lang/en/docs/install 2. Set up your project (npm or yarn) Shell (npm) Shell (yarn) mkdir alchemy-solana-api cd alchemy-solana-api npm init --yes mkdir alchemy-solana-api cd alchemy-solana-api yarn init --yes 3. Install Solana Web3.js Library Run the following command to install the Solana Web3.js library with npm or yarn. npm yarn npm install --save @solana/web3.js yarn add @solana/web3.js 4. Make your first request You are all set now to use Solana API and make your first request. For instance, lets make a request to get latest slot . Create an index.js file and paste the following code snippet into the file. index.js const solanaWeb3 = require(""@solana/web3.js"");"
2,https://docs.alchemy.com/reference/solana-api-quickstart,"const main = async () => { rpc = ""https://solana-mainnet.g.alchemy.com/v2/<Your-Alchemy-API-Key>""; // RPC URL for connecting with a Solana node connection = new solanaWeb3.Connection(rpc, ""confirmed""); // confirming the connection let slot = await connection.getSlot(); // getting the most recent slot number console.log(""The latest slot number is"", slot); // logging the most recent slot number }; main(); 5. Run script To run the above node script, use cmd node index.js , and you should see the output. shell The latest slot number is 164150510 Leverage Alchemy's AccountsDB Infrastructure for Solana RPC Requests! The most expensive Solana RPC requests involve account scans, such as getProgramAccounts and getLargestTokenAccounts . These methods are incredibly useful but non-performant methods since they induce a heavy RPC load on Solana validator nodes, often resulting in a 5XX response due to timeout or a response with high latency. Alchemy has built out core infrastructure that sits atop our Solana validator nodes to support these methods at scale, through what we call the AccountsDB Infrastructure. This infrastructure allows for faster , scalable , and more reliable responses to these methods by paginating the response with a pageKey . You could then loop through your that same request with at scan and aggregate the full response from our validator nodes. You can see pageKey is now an optional parameter in each account-scanning method in our Solana docs , and you may also include an order optional parameter that would sort the accounts in the response by their pubkey field."
3,https://docs.alchemy.com/reference/solana-api-quickstart,"Here's an example with getProgramAccounts : TypeScript const axios = require(""axios""); function getProgramAccountsExample() { let gPAExampleRequest = { ""method"": ""alchemy_getProgramAccounts"", ""params"": [ ""ZETAxsqBRek56DhiGXrn75yj2NHU3aYUnxvHXpkf3aD"", { ""encoding"": ""base64"", ""withContext"": true, ""order"": ""desc"" } ], ""id"": 0, ""jsonrpc"": ""2.0"" } let programAccounts = [] const alchemyRPCUrl = ""https://solana-mainnet.g.alchemy.com/v2/<YOUR-API-KEY>"" try { let response = await axios.post(url, gPAExampleRequest); let responseData = response.data[""result""] // continue aggregating if there's a new pageKey present in the latest response while (responseData[""pageKey""]) { programAccounts = programAccounts.concat(responseData[""value""]); // place the pagekey within the optional config object // (you may need to create that config object if you didn't have it originally) gPAExampleRequest[""params""][1][""pageKey""] = responseData[""pageKey""]; // make another call to getProgramAccounts with the pageKey response = await axios.post(url, gPAExampleRequest); responseData = response.data[""result""] } programAccounts = programAccounts.concat(responseData[""value""]); return programAccounts; } catch (err) { console.error(`Error in Response, Data is: ${err.data}`); return []; } } Solana Tutorials You must not stop here! Check out the following tutorials to learn how to build with Solana: Hello World Solana Program How to Set Up Your Solana Development Environment How to Integrate a Solana Program with a Web3 Application How to Build a Solana NFT Collection ReadMe"
1,https://docs.alchemy.com/reference/polygon-zkevm-api-quickstart,"To use the Polygon zkEVM API you'll need to create a free Alchemy account first! Introduction Polygon zkEVM is a decentralized Ethereum Layer 2 network that uses cryptographic zero-knowledge proofs to offer validity and quick finality to off-chain transactions. Emulating the Ethereum Virtual Machine (EVM), zkEVM allows for transparent deployment of existing Ethereum smart contracts while enhancing scalability, security, and transaction throughput. By utilizing zkEVM, developers can build decentralized applications with quick finality and improved performance, all within the Ethereum ecosystem. What is Polygon zkEVM API? The Polygon zkEVM API is a collection of JSON-RPC methods that enable developers to interact with the Polygon zkEVM network. Using the endpoints provided by the API, developers can access up-to-date network data and submit transactions to it. Getting Started Instructions 1. Choose a Package Manager (npm or yarn) Before you begin, you'll need to choose a package manager to manage dependencies in your project. The two most popular package managers for Node.js are npm and yarn . You can choose the one you're most comfortable with. npm To get started with npm , follow the documentation to install Node.js and npm for your operating system: https://docs.npmjs.com/downloading-and-installing-node-js-and-npm yarn To get started with yarn , follow these steps: https://classic.yarnpkg.com/lang/en/docs/install 2. Set up your project (npm or yarn) Let's start by setting up a simple Node.js project. Open your terminal and run the following commands: npm yarn mkdir alchemy-polygon-zkevm-api cd alchemy-polygon-zkevm-api npm init --yes"
2,https://docs.alchemy.com/reference/polygon-zkevm-api-quickstart,"mkdir alchemy-polygon-zkevm-api cd alchemy-polygon-zkevm-api yarn init --yes This will create a new directory called alchemy-polygon-zkevm-api and initialize a new Node.js project in it. 3. Make Your First Request To make requests to the Polygon zkEVM API, you'll need to use an HTTP client. In this guide, we'll use Axios, a popular HTTP client for Node.js. Install Axios as a dependency in your project with the command below: npm yarn npm install axios yarn add axios Next, let's create a script that will make a request to the eth_blockNumber JSON-RPC method on Polygon zkEVM. Create a new file called index.js in your project directory and add the following code: index.js const axios = require('axios'); const apiKey = 'YOUR_API_KEY'; // Replace with your Alchemy API key const url = `https://polygonzkevm-mainnet.g.alchemy.com/v2/${apiKey}`; const payload = { jsonrpc: '2.0', id: 1, method: 'eth_blockNumber', params: [] }; axios.post(url, payload) .then(response => { console.log('Block Number:', response.data.result); }) .catch(error => { console.error(error); }); Remember to replace YOUR_API_KEY with your actual Alchemy API key that you can get from your Alchemy dashboard ."
3,https://docs.alchemy.com/reference/polygon-zkevm-api-quickstart,"4. Run Script To run the script and make the request to the Polygon zkEVM API, execute the following command in your terminal: Shell node index.js As a result, should see the current block number on Polygon zkEVM (in hex format) printed to the console: Shell Block Number: 0x6d68e Next Steps Congratulations! You've successfully made your first request to the Polygon zkEVM API using Alchemy. From here, you can explore the various JSON-RPC methods available on Polygon zkEVM and start building your decentralized applications on it! ReadMe"
1,https://docs.alchemy.com/reference/astar-api-quickstart,"Don’t have an API key? Sign up to start building on Astar Get started for free Getting Started Instructions 1. Choose a package manager (npm or yarn) For this guide, we will be using npm or yarn as our package manager to install either alchemy-sdk or any other packages. npm To get started with npm , follow the documentation to install Node.js and npm for your operating system: https://docs.npmjs.com/downloading-and-installing-node-js-and-npm yarn To get started with yarn , follow these steps: https://classic.yarnpkg.com/lang/en/docs/install 2. Set up your project (npm or yarn) Shell (npm) Shell (yarn) mkdir alchemy-astar-api cd alchemy-astar-api npm init --yes mkdir alchemy-astar-api cd alchemy-astar-api yarn init --yes 3. Install Alchemy-SDK Run the following command to install the Alchemy SDK with npm or yarn. npm yarn npm install alchemy-sdk yarn add alchemy-sdk 4. Make your first request You are all set now to use Astar API and make your first request. For instance, lets make a request to get latest block . Create an index.js file and paste the following code snippet into the file. index.js const { Network, Alchemy } = require(""alchemy-sdk""); // Optional Config object, but defaults to demo api-key and eth-mainnet. const settings = { apiKey: ""demo"", // Replace with your Alchemy API Key. network: Network.ASTAR_MAINNET, // Replace with your network."
2,https://docs.alchemy.com/reference/astar-api-quickstart,"}; const alchemy = new Alchemy(settings); async function main() { const latestBlock = await alchemy.core.getBlockNumber(); console.log(""The latest block number is"", latestBlock); } main(); 5. Run script To run the above node script, use cmd node index.js , and you should see the output. shell The latest block number is 2404244 Astar Tutorials You must not stop here! Want to build your first Dapp on Astar and use Astar APIs? Head towards Alchemy Tutorials. View : https://docs.alchemy.com/docs For full documentation on the available endpoints for alchemy-sdk, check the github repo: github.com GitHub - alchemyplatform/alchemy-sdk-js: The easiest way to connect your dApp to the blockchain. ReadMe"
1,https://docs.alchemy.com/reference/trace-api-quickstart,To use the Trace API your Alchemy plan must be set to the Growth or Enterprise tiers. Upgrade your plan for access. The Trace API is only supported on Mainnet and Goerli . Don’t have an API key? Sign up or upgrade your plan for access. Get started for free Introduction The Trace API methods provide full externality trace functions on transactions executed in the Ethereum chain. Filtering is simple by using just the address information. The returned information includes the execution of the following: CREATE SUICIDE Variants of the CALL Input data Output data Gas usage Amount transferred Success status of individual actions Trace use cases Common use cases for the Trace API come in all flavors. Below are popular ones: Use case Description Endpoint Trace call Executes the given call and returns a number of possible traces for it. trace_call Trace block Returns the traces executed in the block. trace_bock Trace get Returns the traces executed in the block. trace_get Trace types Type Parameter Description Network Support Transaction Trace trace Trace of your transaction. See trace actions for details. Ethereum Mainnet & Goerli State difference stateDiff Ethereum state changed values of a transaction. Ethereum Mainnet & Goerli Virtual Machine Execution Trace vmTrace Runs a full trace of the VM's state & subcalls in the transaction. None Trace actions types CREATE Used to create a smart contract.
2,https://docs.alchemy.com/reference/trace-api-quickstart,"Example response JSON { ""action"": { ""from"": ""0x6090a6e47849629b7245dfa1ca21d94cd15878ef"", ""gas"": ""0x6a7f1"", ""init"": ""0x606060405260405160208061051683398101604052515b60028054600160a060020a03808416600160a060020a0319928316179092556000805433909316929091169190911790554260019081556005805460ff19169091179055346004555b505b6104a6806100706000396000f300606060405236156100885763ffffffff60e060020a60003504166305b34410811461008a5780630b5ab3d5146100ac57806313af4035146100be5780632b20e397146100dc5780633fa4f24514610108578063674f220f1461012a5780638da5cb5b14610156578063b0c8097214610182578063bbe427711461019c578063faab9d39146101b1575bfe5b341561009257fe5b61009a6101cf565b60408051918252519081900360200190f35b34156100b457fe5b6100bc6101d5565b005b34156100c657fe5b6100bc600160a060020a036004351661021d565b005b34156100e457fe5b6100ec6102c3565b60408051600160a060020a039092168252519081900360200190f35b341561011057fe5b61009a6102d2565b60408051918252519081900360200190f35b341561013257fe5b6100ec6102d8565b60408051600160a060020a039092168252519081900360200190f35b341561015e57fe5b6100ec6102e7565b60408051600160a060020a039092168252519081900360200190f35b341561018a57fe5b6100bc60043560243515156102f6565b005b34156101a457fe5b6100bc600435610382565b005b34156101b957fe5b6100bc600160a060020a0360043516610431565b005b60015481565b60055460ff16156101e65760006000fd5b600254604051600160a060020a039182169130163180156108fc02916000818181858888f193505050501561021a5761deadff5b5b565b60005433600160a060020a039081169116146102395760006000fd5b600160a060020a038116151561024f5760006000fd5b600280546003805473ffffffffffffffffffffffffffffffffffffffff19908116600160a060020a03808516919091179092559084169116811790915560408051918252517fa2ea9883a321a3e97b8266c2b078bfeec6d50c711ed71f874a90d500ae2eaf369181900360200190a15b5b50565b600054600160a060020a031681565b60045481565b600354600160a060020a031681565b600254600160a060020a031681565b60005433600160a060020a039081169116146103125760006000fd5b60055460ff1615156103245760006000fd5b8160045410156103345760006000fd5b6004829055600254604051600160a060020a039182169130163184900380156108fc02916000818181858888f193505050501580156103705750805b1561037b5760006000fd5b5b5b5b5050565b60005433600160a060020a0390811691161461039e5760006000fd5b60055460ff1615156103b05760006000fd5b6005805460ff1916905561dead6108fc6103e883810330600160a060020a031631025b604051919004801590920291906000818181858888f1935050505015156103fa5760006000fd5b6040517fbb2ce2f51803bba16bc85282b47deeea9a5c6223eabea1077be696b3f265cf1390600090a16102bf6101d5565b5b5b5b50565b60005433600160a060020a0390811691161461044d5760006000fd5b6000805473ffffffffffffffffffffffffffffffffffffffff1916600160a060020a0383161790555b5b505600a165627a7a72305820fbfa6f8a2024760ef0e0eb29a332c9a820526e92f8b4fbcce6f00c7643234b140029000000000000000000000000a7f3659c53820346176f7e0e350780df304db179"", ""value"": ""0xe4b4b8af6a70000"" }, ""blockHash"": ""0x6d00f7707938cca36b0730d8f7f090543242002b6fa0fe94bf85b9ab02e6bed6"", ""blockNumber"": 4000036, ""result"": { ""address"": ""0xfc9779d9a0f2715435a3e8ebf780322145d7546e"", ""code"": ""0x606060405236156100885763ffffffff60e060020a60003504166305b34410811461008a5780630b5ab3d5146100ac57806313af4035146100be5780632b20e397146100dc5780633fa4f24514610108578063674f220f1461012a5780638da5cb5b14610156578063b0c8097214610182578063bbe427711461019c578063faab9d39146101b1575bfe5b341561009257fe5b61009a6101cf565b60408051918252519081900360200190f35b34156100b457fe5b6100bc6101d5565b005b34156100c657fe5b6100bc600160a060020a036004351661021d565b005b34156100e457fe5b6100ec6102c3565b60408051600160a060020a039092168252519081900360200190f35b341561011057fe5b61009a6102d2565b60408051918252519081900360200190f35b341561013257fe5b6100ec6102d8565b60408051600160a060020a039092168252519081900360200190f35b341561015e57fe5b6100ec6102e7565b60408051600160a060020a039092168252519081900360200190f35b341561018a57fe5b6100bc60043560243515156102f6565b005b34156101a457fe5b6100bc600435610382565b005b34156101b957fe5b6100bc600160a060020a0360043516610431565b005b60015481565b60055460ff16156101e65760006000fd5b600254604051600160a060020a039182169130163180156108fc02916000818181858888f193505050501561021a5761deadff5b5b565b60005433600160a060020a039081169116146102395760006000fd5b600160a060020a038116151561024f5760006000fd5b600280546003805473ffffffffffffffffffffffffffffffffffffffff19908116600160a060020a03808516919091179092559084169116811790915560408051918252517fa2ea9883a321a3e97b8266c2b078bfeec6d50c711ed71f874a90d500ae2eaf369181900360200190a15b5b50565b600054600160a060020a031681565b60045481565b600354600160a060020a031681565b600254600160a060020a031681565b60005433600160a060020a039081169116146103125760006000fd5b60055460ff1615156103245760006000fd5b8160045410156103345760006000fd5b6004829055600254604051600160a060020a039182169130163184900380156108fc02916000818181858888f193505050501580156103705750805b1561037b5760006000fd5b5b5b5b5050565b60005433600160a060020a0390811691161461039e5760006000fd5b60055460ff1615156103b05760006000fd5b6005805460ff1916905561dead6108fc6103e883810330600160a060020a031631025b604051919004801590920291906000818181858888f1935050505015156103fa5760006000fd5b6040517fbb2ce2f51803bba16bc85282b47deeea9a5c6223eabea1077be696b3f265cf1390600090a16102bf6101d5565b5b5b5b50565b60005433600160a060020a0390811691161461044d5760006000fd5b6000805473ffffffffffffffffffffffffffffffffffffffff1916600160a060020a0383161790555b5b505600a165627a7a72305820fbfa6f8a2024760ef0e0eb29a332c9a820526e92f8b4fbcce6f00c7643234b140029"", ""gasUsed"": ""0x52ce0"" }, ""subtraces"": 0, ""traceAddress"": [ 0 ], ""transactionHash"": ""0xc9601ea5ca42e57c3ef1d770ab0b278d6aadf2511a4feb879cba573854443423"", ""transactionPosition"": 70, ""type"": ""create"" }, Create parameter definitions Parameter Description Example from The address that created the contract. 0x6090a6e47849629b7245dfa1ca21d94cd15878ef gas Contract gas fee to create the contract. 0x6a7f1 init Initialization code to create the contract. 0x6060604052604051602080610516833981016040... value The value sent to the contract. 0xe4b4b8af6a7000 blockHash Block hash ID in the transaction. 0x6d00f7707938cca36b0730d8f7f090543242002b6fa0fe94bf85b9ab02e6bed6 blockNumber Transaction block number. 4000036 address Location address of the new contract. 0xfc9779d9a0f2715435a3e8ebf780322145d7546e code The contract code. 0x606060405236156100885763ffffffff60e060020... gasUsed Required fee (gas) to create the contract. 0x52ce0 subtraces Total number of transaction child traces. 0 traceAddress Index of a trace & order of subcalls. 0 transactionHash Hash ID of the transaction. 0xc9601ea5ca42e57c3ef1d770ab0b278d6aadf2511a4feb879cba573854443423 transactionPosition The transaction position in the block. 70 type Type of operation code (OPCODE). create SUICIDE SUICIDE is captured when a smart contract is destroyed. That is when the selfdestruct function of Solidity is used. SUICIDE transfers the contract's balance to the address specified in the selfdestruct function clearing on-chain memory."
3,https://docs.alchemy.com/reference/trace-api-quickstart,"The cleared memory is processed as a refund of the total gas cost to complete the transaction. Example response JSON { ""action"": { ""address"": ""0x87051f6ba0562fdb0485763562bf34cb2ad705b1"", ""refundAddress"": ""0x000000000000000000000000000000000000dead"", ""balance"": ""0x0"" }, ""blockHash"": ""0x6d00f7707938cca36b0730d8f7f090543242002b6fa0fe94bf85b9ab02e6bed6"", ""blockNumber"": 4000036, ""result"": null, ""subtraces"": 0, ""traceAddress"": [ 1, 2, 2 ], ""transactionHash"": ""0xbc15addb97490a168dc1d099ab8537caf2e4ff7d1deeff6d685d2d594a750037"", ""transactionPosition"": 45, ""type"": ""suicide"" }, SUICIDE parameter definitions Parameter Description Example address The address of contract to destroy. 0x87051f6ba0562fdb0485763562bf34cb2ad705b1 refundAddress Address to send remainder of contract balance . 0x000000000000000000000000000000000000dead blockHash Block hash ID of the transaction. 0x6d00f7707938cca36b0730d8f7f090543242002b6fa0fe94bf85b9ab02e6bed6 blockNumber Transaction block number. 4000036 result Used for SELFDESTRUCT calls. null subtraces Total number of transaction child traces. 0 traceAddress Index of the trace & the order of subcalls. 1 and 2 transactionHash Hash ID of the transaction. 0xbc15addb97490a168dc1d099ab8537caf2e4ff7d1deeff6d685d2d594a750037 transactionPosition The position of the transaction in the block. 45 type Type of operation code (OPCODE). suicide CALL CALL is used for transferring ETH between externally owned accounts (EOAs). Also used to CALL a smart contract function."
4,https://docs.alchemy.com/reference/trace-api-quickstart,"Example response JSON { ""action"": { ""from"": ""0xbc9f06dd67578b0b8b4d87fda9acde453bc4c067"", ""callType"": ""call"", ""gas"": ""0x97478"", ""input"": ""0xfebefd610000000000000000000000000000000000000000000000000000000000000040cc849afc28894f79411f12309e75c71ded27d1666b75a2423633c204e671cb1e00000000000000000000000000000000000000000000000000000000000000036eaec0ff7c4899bec2db1479d7d195d614ca26819a301523d82daaaaf436122d2ceb36dfa12b359202b4dfd756478988f5023bf7297afa81f563d4b6242e36e707671a8bf38ee483a37feca948997dcfba17b3372e166ba5c824629beeed6b5c"", ""to"": ""0x6090a6e47849629b7245dfa1ca21d94cd15878ef"", ""value"": ""0x2386f26fc10000"" }, ""blockHash"": ""0x6d00f7707938cca36b0730d8f7f090543242002b6fa0fe94bf85b9ab02e6bed6"", ""blockNumber"": 4000036, ""result"": { ""gasUsed"": ""0x7ad71"", ""output"": ""0x"" }, ""subtraces"": 4, ""traceAddress"": [], ""transactionHash"": ""0x552b31a3a9c92577d65db62cf9f729e81571e10cad90e356423adcfa2caebacc"", ""transactionPosition"": 71, ""type"": ""call"" } CALL parameter definitions Parameter Description Example from Address of the sender. 0xbc9f06dd67578b0b8b4d87fda9acde453bc4c067 callType The type of CALL . call , delegatecall , callcode or staticcall gas The gas included in the transaction. 0x97478 input Specific call function on the contract. to Address of the receiver. 0x6090a6e47849629b7245dfa1ca21d94cd15878ef value Transferred value amount. 0x2386f26fc10000 blockHash Transaction block hash ID. 0x6d00f7707938cca36b0730d8f7f090543242002b6fa0fe94bf85b9ab02e6bed6 blockNumber Transaction block number. 4000036 gasUsed gas used to execute the transaction. 0x7ad71 output The result of the smart contract function call. 0x subtraces Total number of transaction child traces. 4 traceAddress Index of a trace & the order of subcalls. [] transactionHash Hash ID of the transaction. 0x552b31a3a9c92577d65db62cf9f729e81571e10cad90e356423adcfa2caebacc transactionPosition The position of the transaction in the block. 71 type Type of operation code (OPCODE). call How to read a traceAddress Traces are structured in a tree format. The traceAddress field represents the position of the trace in the tree."
5,https://docs.alchemy.com/reference/trace-api-quickstart,Below is a diagram of the traceAddress set of tree results: Trace tree diagram Helpful Resources What are EVM Traces? Trace API vs. Debug API trace_call vs debug_traceCall ReadMe
1,https://docs.alchemy.com/docs,"🚀 Getting Started Learn how to get started with Alchemy and set up core web3 development tools. As a bonus also learn about the development best practices. Alchemy Quickstart Guide How to Set Up Core Web3 Developer Tools Developer Best Practices 💳 Wallet Set Up The first thing you need for web3 development is a web3 wallet. Learn how to set up a web3 wallet and supercharge it by adding an Alchemy RPC endpoint to it! How to Install a Web3 Wallet How to Add Alchemy RPC Endpoints to Metamask ✨ Alchemy University Alchemy University is the ultimate ecosystem for learning how to build and interact with web3. Our goal is to teach you everything you need to know to start building in web3, from hands on, comprehensive bootcamps to starter code that expedites your workflow. Check out the learning paths below: JavaScript Fundamentals Ethereum Developer Bootcamp Road to Web3 Starter code ✍️ Creating Smart Contracts Learn how to create smart contracts from scratch on blockchains such as Ethereum, Solana and Arbitrum. Hello World Smart Contract Hello World Solana Program NFT Minter Tutorial: How to Create a Full Stack DApp How to Create an NFT on Ethereum Tutorial Arbitrum NFTs: Creating and Deploying ERC-721 How to Build a Solana NFT Collection 🎨 NFTs In this series of tutorials, you will learn everything you need to know about NFTs, for example, airdropping nfts, using Alchemy's NFT API, creating on-chain and off-chain NFT allowlists, creating token gated communities and much more! NFT Project Code Templates NFT API Creating NFT Allowlists"
2,https://docs.alchemy.com/docs,"NFT Transactions 💰 DeFi This section is full of knowledge about DeFi, from working with ERC-20 tokens to running ETH 2.0 staking node with Alchemy. We got you covered! ERC-20 Tokens Token Balances Running an Eth2.0 Staking Node or Validator with Alchemy 💸 Transactions Transactions are the most important aspect of blockchains, pretty much everything is done through transactions, from sending the cryptocurrencies to interacting with the smart contracts. In this section you will learn how to send transactions, get transaction history, query transaction data and much more! Understanding Transactions Sending Transactions Transaction History On-chain Events 📣 Streaming Data Learn how to use Alchemy webhooks to stream real-time data. You will learn how to integrate Alchemy webhooks with zapier, creating whale alerts and sending real-time transaction notifications to dapps. How to Integrate Alchemy Webhooks with Zapier How to Get Notifications for NFT Contract Creations in Three Simple Steps How to Create Whale Alert Bots Transaction Notifications WebSocket Subscriptions Custom Webhooks Tutorials 👾 Diving Deeper into Solidity Dive deeper into Solidity concepts and learn about smart contract storage layout, interpreting binaries in solidity and verifying a message signature on Ethereum. What is Smart Contract Storage Layout? What are Payable Functions in Solidity? How to Interpret Binaries in Solidity How to Verify a Message Signature on Ethereum 🖥 Understanding the EVM Explore the EVM from the inside out, learn about archive data, uncle blocks, upgrading Ethereum nodes, Ethereum miner rewards, EIP-1559 and deploying a contract to the same address on multiple networks! How to Get the Latest Block on Ethereum What are Uncle Blocks? What is Archive Data on Ethereum?"
